label,message,label_num,length,cleaned
ham,"How are you with moneY...as in to you...money aint a thing....how are you sha!""",0,79,moneyas youmoney aint thinghow sha
ham,"It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c""",0,113,everything weather keep extra warm cold nothing serious pls lots vitamin c
ham,"Hey gals.. Anyone of u going down to e driving centre tmr?""",0,59,hey gals anyone u going e driving centre tmr
ham,"I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.""",0,159,im always yahoo messenger send message ill get may send mobile mode sha ill get reply
ham,"I'm putting it on now. It should be ready for &lt;TIME&gt;""",0,59,im putting ready lttimegt
ham,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon""",0,155,time n smile r two crucial things life sometimes time makes us forget smile sometimes someones smile makes us forget time gud noon
spam,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO""",1,155,sms ac jsco energy high u may know 2channel 2day ur leadership skills r strong psychic reply ans wquestion end reply end jsco
ham,"Host-based IDPS for linux systems.""",0,35,hostbased idps linux systems
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call""",1,123,hot live fantasies call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate call
ham,"Don no da:)whats you plan?""",0,27,dawhats plan
ham,"Ill be there on &lt;#&gt; ok.""",0,30,ill ltgt ok
ham,"Oh my God. I'm almost home""",0,27,oh god im almost home
ham,"Total video converter free download type this in google search:)""",0,65,total video converter free download type google search
spam,"Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.""",1,122,thanks vote sing along stars karaoke mobile free link reply sing
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.""",0,180,wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da
ham,"Sounds like something that someone testing me would sayy""",0,57,sounds like something someone testing would sayy
ham,"When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.""",0,149,u love someone dont make love u much u love much dont want loved anyone except gud nit
ham,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)""",0,91,peteis phone still jenny college leannewhat
ham,"Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?""",0,111,oops sorry check dont mind picking tomo half eight station would ok
ham,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*""",0,459,hey sweet wondering moment might come want send file someone wont go yahoo connection sucks remember set page go download format disc could tell know way download big files download stuff directly internet help would great prey teasing kiss
ham,"Hows the champ just leaving glasgow!""",0,37,hows champ leaving glasgow
ham,"K:)all the best:)congrats...""",0,29,kall bestcongrats
ham,"I wonder if you'll get this text?""",0,34,wonder youll get text
ham,"I need to come home and give you some good lovin...""",0,52,need come home give good lovin
spam,"Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.""",1,158,brand new mobile music service live free music player arrive shortly install phone browse content top artists
ham,"Shall i ask one thing if you dont mistake me.""",0,46,shall ask one thing dont mistake
ham,"Check wid corect speling i.e. Sarcasm""",0,38,check wid corect speling ie sarcasm
spam,"URGENT! Your Mobile No was awarded a £2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate""",1,159,urgent mobile awarded 2000 bonus caller prize 10803 2nd attempt contact call 08714719523 box95qu bt national rate
ham,"Are you angry with me. What happen dear""",0,40,angry happen dear
ham,"I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.""",0,97,thk u dun haf 2 hint e forum already lor cos told ron n darren going 2 tell shuhui
ham,"Yup ok thanx...""",0,16,yup ok thanx
ham,"Hi:)cts employee how are you?""",0,30,hicts employee
ham,"Pls pls find out from aunt nike.""",0,33,pls pls find aunt nike
ham,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you""",0,153,wow love sooo much know barely stand wonder day goes well love think miss
ham,"No screaming means shouting..""",0,30,screaming means shouting
ham,"Hey what happen de. Are you alright.""",0,37,hey happen de alright
ham,"Should I have picked up a receipt or something earlier""",0,55,picked receipt something earlier
ham,"I think chennai well settled?""",0,30,think chennai well settled
ham,"Oh dang! I didn't mean o send that to you! Lol!""",0,48,oh dang didnt mean send lol
ham,"Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th""",0,173,unfortunately ive found pick sister airport evening dont think ill going try go one th
ham,"Horrible bf... I now v hungry...""",0,33,horrible bf v hungry
ham,"Remember on that day..""",0,23,remember day
spam,"You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+""",1,151,nokia 7250i get win free auction take part send nokia 86021 hgsuite3422lands roww1jhl 16
ham,"How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!""",0,92,hows feel mr real valentine yo valentine even tho u hardly play
ham,"All sounds good. Fingers . Makes it difficult to type""",0,54,sounds good fingers makes difficult type
ham,"Midnight at the earliest""",0,25,midnight earliest
ham,"You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?""",0,122,youre sure im trying make xavier smoke dont want smoke told smoke much
ham,"K come to nordstrom when you're done""",0,37,k come nordstrom youre done
ham,"Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..""",0,213,u konw waht rael friendship im gving yuo exmpel jsut ese tihs msg evrey splleing tihs msg wrnog bt sitll yuo raed wihtuot ayn mitsake goodnight amp nice sleepsweet dreams
ham,"Now press conference da:)""",0,26,press conference da
spam,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow""",1,157,hello orange 1 months free access games news sport plus 10 free texts 20 photo messages reply yes terms apply wwworangecoukow
ham,"After completed degree. There is no use in joining finance.""",0,60,completed degree use joining finance
ham,"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?""",0,156,good afternoon love job prospects missing lazy bleak hmmm happy filled love
ham,"Shant disturb u anymore... Jia you...""",0,38,shant disturb u anymore jia
ham,"Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...""",0,80,bishan lar nearer need buy early cos buy gotta park car
ham,"Me, i dont know again oh""",0,25,dont know oh
ham,"Dude sux for snake. He got old and raiden got buff""",0,51,dude sux snake got old raiden got buff
ham,"He says hi and to get your ass back to south tampa (preferably at a kegger)""",0,76,says hi get ass back south tampa preferably kegger
ham,"In e msg jus now. U said thanks for gift.""",0,42,e msg jus u said thanks gift
ham,"U too...""",0,9,u
ham,"Ok how you dear. Did you call chechi""",0,37,ok dear call chechi
ham,"Yeah we do totes. When u wanna?""",0,32,yeah totes u wanna
ham,"Ok i found dis pierre cardin one which looks normal costs 20 its on sale.""",0,74,ok found dis pierre cardin one looks normal costs 20 sale
ham,"Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-)""",0,128,good sleep rhythm person establish rhythm body learn use want know
ham,"Wat r u doing?""",0,15,wat r u
ham,"Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side""",0,98,message truro hospital ext phone phone side
ham,"Single line with a big meaning::::: """"Miss anything 4 ur """"Best Life"""" but, don't miss ur best life for anything... Gud nyt...""",0,127,single line big meaning miss anything 4 ur best life dont miss ur best life anything gud nyt
ham,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?""",0,93,got gas money chance gang want go grand nature adventure
ham,"Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.""",0,64,dnt worryuse ice pieces cloth packalso take 2 tablets
ham,"Dude just saw a parked car with its sunroof popped up. Sux""",0,59,dude saw parked car sunroof popped sux
ham,"Get ready to put on your excellent sub face :)""",0,47,get ready put excellent sub face
ham,"Tmrw. Im finishing 9 doors""",0,27,tmrw im finishing 9 doors
ham,"The &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for &lt;#&gt; and with 3g for &lt;#&gt; . That's why i blanked him.""",0,140,ltgt g saw days ago guy wants sell wifi ltgt 3g ltgt thats blanked
ham,"I am late. I will be there at""",0,30,late
ham,"whatever, im pretty pissed off.""",0,32,whatever im pretty pissed
ham,"Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy""",0,157,today accept dayu accept brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rply means enemy
ham,"I dont have that much image in class.""",0,38,dont much image class
ham,"No:-)i got rumour that you going to buy apartment in chennai:-)""",0,64,noi got rumour going buy apartment chennai
ham,"Near kalainar tv office.thenampet""",0,34,near kalainar tv officethenampet
spam,"Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL""",1,146,ur cashbalance currently 500 pounds maximize ur cashin send go 86688 150pmsg cc 08718720201 hgsuite3422lands roww1j6hl
spam,"SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL""",1,150,sms auction brand new nokia 7250 4 auction today auction free 2 join take part txt nokia 86021 hgsuite3422lands roww1j6hl
ham,"My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.""",0,105,sis catching e show e afternoon im watching w c u wan 2 watch today tmr lor
ham,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao...""",0,59,sounds gd haha wah u yan jiu fast liao
ham,"No. To be nosy I guess. Idk am I over reacting if I'm freaked?""",0,63,nosy guess idk reacting im freaked
ham,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.""",0,185,remember hurt days satanic imposter meneed pay priceso itmay destiny keep going u said pray get mind get
ham,"How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . . &lt;#&gt; . Good listener &lt;#&gt; . Organizer &lt;#&gt; . Good boyfriend &lt;#&gt; . Very clean &lt;#&gt; . Sympathetic &lt;#&gt; . Athletic &lt;#&gt; . Warm . . . &lt;#&gt; . Courageous &lt;#&gt; . Determined &lt;#&gt; . True &lt;#&gt; . Dependable &lt;#&gt; . Intelligent . . . &lt;#&gt; . Psychologist &lt;#&gt; . Pest exterminator &lt;#&gt; . Psychiatrist &lt;#&gt; . Healer . . &lt;#&gt; . Stylist &lt;#&gt; . Driver . . Aaniye pudunga venaam..""",0,594,make girl happy difficult make girls happy u need 1 friend 2 companion 3 lover 4 chef ltgt good listener ltgt organizer ltgt good boyfriend ltgt clean ltgt sympathetic ltgt athletic ltgt warm ltgt courageous ltgt determined ltgt true ltgt dependable ltgt intelligent ltgt psychologist ltgt pest exterminator ltgt psychiatrist ltgt healer ltgt stylist ltgt driver aaniye pudunga venaam
ham,"Why is that, princess? I bet the brothas are all chasing you!""",0,62,princess bet brothas chasing
ham,"I shall book chez jules for half eight, if that's ok with you?""",0,63,shall book chez jules half eight thats ok
ham,"Hhahhaahahah rofl wtf nig was leonardo in your room or something""",0,65,hhahhaahahah rofl wtf nig leonardo room something
ham,"Yep, at derek's house now, see you Sunday &lt;3""",0,48,yep dereks house see sunday lt3
ham,"It's cool, let me know before it kicks off around &lt;#&gt; , I'll be out and about all day""",0,92,cool let know kicks around ltgt ill day
ham,"Sorry, I'll call later""",0,23,sorry ill call later
ham,"I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That &lt;#&gt; dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.""",0,337,wondering would okay call uncle john let know things nigeria r ltgt dollars 2years sent know strain plan pay back every dime gives every dime expect anything practical something like
ham,"There are no other charges after transfer charges and you can withdraw anyhow you like""",0,87,charges transfer charges withdraw anyhow like
ham,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL""",0,160,dont search love let love find u thats called falling love bcoz u dont force u fall u know smeone hold u bslvyl
ham,"At 4. Let's go to bill millers""",0,31,4 lets go bill millers
ham,"I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo""",0,106,love set soul fire spark flame big rawring flame xoxo
ham,"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)""",0,149,somewhr someone surely made 4 u god decided perfect time make u meet dat person till den enjoy ur crushes
ham,"That's my honeymoon outfit. :)""",0,31,thats honeymoon outfit
ham,"Will it help if we propose going back again tomorrow""",0,53,help propose going back tomorrow
spam,"PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04""",1,137,private 2003 account statement shows 800 unredeemed points call 08719899230 identifier code 41685 expires 071104
ham,"Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:""",0,153,never blame day ur life good days give u happiness bad days give u experience essential life gods blessings good morning
ham,"Pls confirm the time to collect the cheque.""",0,44,pls confirm time collect cheque
spam,"As a Registered Subscriber yr draw 4 a £100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062""",1,146,registered subscriber yr draw 4 100 gift voucher b entered receipt correct ans next olympics txt ans 80062
spam,"URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm""",1,144,urgent mobile number awarded 2000 prize guaranteed call 09061790121 land line claim 3030 valid 12hrs 150ppm
ham,"Daddy will take good care of you :)""",0,36,daddy take good care
ham,"Yeah probably, I still gotta check out with leo""",0,48,yeah probably still gotta check leo
ham,"K.then any other special?""",0,26,kthen special
ham,"Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass""",0,128,carlos taking sweet time usual let know patty donewant smoke ill tell haul ass
ham,"Ok pa. Nothing problem:-)""",0,26,ok pa nothing problem
ham,"Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?!""",0,143,heard job im going wildlife talk tonight u want2come that2worzels wizzle whatever
ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U""",0,129,god picked flower dippeditinadew lovingly touched itwhichturnedinto u gifted tomeandsaidthis friend 4u
ham,"When you came to hostel.""",0,25,came hostel
ham,"Ok no prob... I'll come after lunch then...""",0,44,ok prob ill come lunch
ham,"Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...""",0,100,jus telling u dat ill b leaving 4 shanghai 21st instead well haf time 2 meet cya
ham,"Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?""",0,153,freezing home yet remember kiss mom morning love think missing yet
ham,"You all ready for * big day tomorrow?""",0,38,ready big day tomorrow
ham,"I'll probably be around mu a lot""",0,33,ill probably around mu lot
ham,"645""",0,4,645
spam,"RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!""",1,154,rtking pro video club need help inforingtonekingcouk call 08701237397 must 16 club credits redeemable wwwringtonekingcouk enjoy
ham,"Thnx dude. u guys out 2nite?""",0,29,thnx dude u guys 2nite
ham,"Me sef dey laugh you. Meanwhile how's my darling anjie!""",0,56,sef dey laugh meanwhile hows darling anjie
ham,"Mm i had my food da from out""",0,29,mm food da
ham,"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas""",0,122,k makes sense btw carlos difficult guys gonna smoke go pick second batch get gas
ham,"Did u download the fring app?""",0,30,u download fring app
ham,"The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt; worth tonight if possible""",0,115,2 oz guy kinda flaky one friend interested picking ltgt worth tonight possible
ham,"Friends that u can stay on fb chat with""",0,40,friends u stay fb chat
ham,"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ...""",0,155,fuck babe miss sooooo much wish sleep bed lonely go sleep dream love
ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-""",0,149,living simple loving also simple laughing simple winning tooo simple simple difficult gud nte
spam,"U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599""",1,133,u secret admirer looking 2 make contact ufind rreveal thinks ur specialcall 09058094599
ham,"Ah, well that confuses things, doesn‘t it?""",0,43,ah well confuses things doesnt
spam,"500 free text msgs. Just text ok to 80488 and we'll credit your account""",1,72,500 free text msgs text ok 80488 well credit account
ham,"Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.""",0,157,hi dear call urgnt dont know whats problem dont want work problem least tell wating reply
ham,"Dear how you. Are you ok?""",0,26,dear ok
spam,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS""",1,147,selected stay 1 250 top british hotels nothing holiday worth 350 claim call london 02072069400 bx 526 sw73ss
ham,"Yes princess! I want to make you happy...""",0,42,yes princess want make happy
ham,"Sounds like you have many talents! would you like to go on a dinner date next week?""",0,84,sounds like many talents would like go dinner date next week
ham,"I am going to film 2day da. At 6pm. Sorry da.""",0,46,going film 2day da 6pm sorry da
ham,"We not watching movie already. Xy wants 2 shop so i'm shopping w her now.""",0,74,watching movie already xy wants 2 shop im shopping w
ham,"Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss""",0,159,hello little party animal thought id buzz friends grins reminding loved send naughty adoring kiss
ham,"Yesterday its with me only . Now am going home.""",0,48,yesterday going home
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p""",1,162,eerie nokia tones 4u rply tone title 8007 eg tone dracula 8007 titles ghost addamsfa munsters exorcist twilight wwwgetzedcouk pobox36504w45wq 150p
ham,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for""",0,160,come life brought sun shiny warming heart putting constant smile face making feel loved cared
ham,"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me""",0,166,shit wasnt surprised went spent evening french guy met town fooled around bit didnt let fuck
spam,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their """"suppliers"""", just as a shop has to give a guarantee on what they sell. B. G.""",1,158,0anetworks allow companies bill sms responsible suppliers shop give guarantee sell b g
ham,"Great comedy..cant stop laughing da:)""",0,38,great comedycant stop laughing da
spam,"FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242""",1,161,freemsgfeelin kinda lnly hope u like 2 keep company jst got cam moby wanna c pictxt reply date 82242 msg150p 2rcv hlp 08712317606 stop 82242
ham,"Alright, we're all set here, text the man""",0,42,alright set text man
ham,"Hi , where are you? We're at and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?""",0,136,hi theyre keen go kind feel shouldnt go tomo dont mind
ham,"Sleeping nt feeling well""",0,25,sleeping nt feeling well
ham,"U WILL SWITCH YOUR FONE ON DAMMIT!!""",0,36,u switch fone dammit
ham,"India have to take lead:)""",0,26,india take lead
ham,"I.ll post her out l8r. In class""",0,32,ill post l8r class
ham,"Thts wat Wright Brother did to fly..""",0,37,thts wat wright brother fly
ham,"Evening * v good if somewhat event laden. Will fill you in, don't you worry … Head * ok but throat * wrecked. See you at six then!""",0,131,evening v good somewhat event laden fill dont worry head ok throat wrecked see six
ham,"If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:)""",0,157,u laugh really loud u talk spontaneously u dont care others feel u probably dear amp best friends goodevening dear
ham,"ITS A LAPTOP TAKE IT WITH YOU.""",0,31,laptop take
ham,"I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.""",0,119,dont file bagi work called mei tell find anything room
ham,"I wan but too early lei... Me outside now wun b home so early... Neva mind then...""",0,83,wan early lei outside wun b home early neva mind
spam,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk""",1,123,ur chance win 250 cash every wk txt action 80608 tscs wwwmovietriviatv custcare 08712405022 1x150pwk
ham,"I was at bugis juz now wat... But now i'm walking home oredi... Ü so late then reply... I oso saw a top dat i like but din buy... Where r ü now?""",0,145,bugis juz wat im walking home oredi ü late reply oso saw top dat like din buy r ü
ham,"Wishing you and your family Merry """"X"""" mas and HAPPY NEW Year in advance..""",0,76,wishing family merry x mas happy new year advance
ham,"At 7 we will go ok na.""",0,23,7 go ok na
ham,"Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :)""",0,91,yes posted couple pics fb theres still snow outside im waking
ham,"S:-)if we have one good partnership going we will take lead:)""",0,62,sif one good partnership going take lead
spam,"RGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50""",1,147,rgent 2nd attempt contact uu 1250 call 09071512433 b4 050703 tcsbcm4235wc1n3xx callcost 150ppm mobilesvary max7 50
ham,"Yeah, where's your class at?""",0,29,yeah wheres class
ham,"No just send to you. Bec you in temple na.""",0,43,send bec temple na
ham,"You aren't coming home between class, right? I need to work out and shower!""",0,76,arent coming home class right need work shower
spam,"Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL""",1,160,hi ur lookin 4 saucy daytime fun wiv busty married woman free next week chat 2 sort time 09099726429 janinexx calls1minmobsmorelkpobox177hp51fl
ham,"S but mostly not like that.""",0,28,mostly like
ham,"Ü v ma fan...""",0,14,ü v fan
ham,"Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...""",0,130,dunno cos v late n reach inside already ate spageddies lor e gals r laughing lor
ham,"Guess who spent all last night phasing in and out of the fourth dimension""",0,74,guess spent last night phasing fourth dimension
ham,"So now my dad is gonna call after he gets out of work and ask all these crazy questions.""",0,89,dad gonna call gets work ask crazy questions
ham,"Yes..but they said its IT.,""",0,28,yesbut said
ham,"Very hurting n meaningful lines ever: """"I compromised everything for my love, But at d end my love compromised me for everything:-("""".. Gud mornin:-)""",0,150,hurting n meaningful lines ever compromised everything love end love compromised everything gud mornin
ham,"Lmao!nice 1""",0,12,lmaonice 1
ham,"Glad to see your reply.""",0,24,glad see reply
spam,"URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only""",1,158,urgent trying contact u todays draw shows 800 prize guaranteed call 09050001295 land line claim a21 valid 12hrs
spam,"Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.""",1,74,monthly password wap mobsicom 391784 use wap phone pc
ham,"Nah dub but je still buff""",0,26,nah dub je still buff
ham,"Painful words- """"I thought being Happy was the most toughest thing on Earth... But, the toughest is acting Happy with all unspoken pain inside..""""""",0,147,painful words thought happy toughest thing earth toughest acting happy unspoken pain inside
ham,"Yeah, that's fine! It's £6 to get in, is that ok?""",0,50,yeah thats fine 6 get ok
ham,"Lol where do u come up with these ideas?""",0,41,lol u come ideas
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas""",0,157,many people seems special first sight remain special till last sight maintain till life ends shjas
ham,"Today is """"song dedicated day.."""" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...""",0,125,today song dedicated day song u dedicate send ur valuable frnds first rply
ham,"Okay... We wait ah""",0,19,okay wait ah
ham,"Y lei?""",0,7,lei
ham,"HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX""",0,127,hi babe u r likely bed im sorry tonight really wanna see u tomorrow call 9 love xxx
ham,"Already am squatting is the new way of walking""",0,47,already squatting new way walking
ham,"Do you want bold 2 or bb torch""",0,31,want bold 2 bb torch
ham,"Cramps stopped. Going back to sleep""",0,36,cramps stopped going back sleep
spam,"todays vodafone numbers ending with 0089(my last four digits) are selected to received a £350 award. If your number matches please call 09063442151 to claim your £350 award""",1,173,todays vodafone numbers ending 0089my last four digits selected received 350 award number matches please call 09063442151 claim 350 award
spam,"Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870""",1,115,free top ringtone sub weekly ringtoneget 1st week freesend subpoly 816183 per weekstop sms08718727870
ham,"Nan sonathaya soladha. Why boss?""",0,33,nan sonathaya soladha boss
ham,"Bring tat cd don forget""",0,24,bring tat cd forget
spam,"Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone""",1,126,sunshine quiz wkly q win top sony dvd player u know country algarve txt ansr 82277 150 sptyrone
ham,"I don't know but I'm raping dudes at poker""",0,43,dont know im raping dudes poker
ham,"Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.""",0,100,weightloss girl friends make loads money ebay something give thanks god
ham,"Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.""",0,97,gr8 see message r u leaving congrats dear school wat r ur plans
ham,"Ü eatin later but i'm eatin wif my frens now lei... Ü going home first?""",0,72,ü eatin later im eatin wif frens lei ü going home first
ham,"Finish already... Yar they keep saying i mushy... I so embarrassed ok...""",0,73,finish already yar keep saying mushy embarrassed ok
ham,"Sorry man, my stash ran dry last night and I can't pick up more until sunday""",0,77,sorry man stash ran dry last night cant pick sunday
ham,"Hai priya are you right. What doctor said pa. Where are you.""",0,61,hai priya right doctor said pa
spam,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service.""",1,149,free msg sorry service ordered 81303 could delivered sufficient credit please top receive service
ham,"Ok...""",0,6,ok
ham,"Please ask mummy to call father""",0,32,please ask mummy call father
ham,"Can come my room but cannot come my house cos my house still messy... Haha...""",0,78,come room cannot come house cos house still messy haha
ham,"I have lost 10 kilos as of today!""",0,34,lost 10 kilos today
ham,"Just taste fish curry :-P""",0,26,taste fish curry p
